sentence,label
"However, owing to the substantial increase of nominal GDP with a large deflator, government revenue as a percentage of GDP fell to 8.2 per cent in 2022 from 8.3 per cent in 2021.",GDP Growth
"Increased  
revenue mobilisation from income taxes, Value Added Tax (VAT), Ports and Airports Development Levy (PAL), and excise duties on liquor and cigarettes contributed to the nominal growth in government tax revenue.",Fiscal Policy
"However, revenue collection from import duty, Special Commodity Levy (SCL), and CESS declined during 2022, reflecting the impact of moderation of import expenditure.",International Trade
"Meantime, collection from non tax revenue increased on account of higher fees and charges, and profits distributed by the Central Bank based on annual financial statements of 2021.",Fiscal Policy
The implementation of several revenue enhancement measures during the second half of 2022 and in early 2023 is expected to deliver its full impact during 2023.,Fiscal Policy
"On the other hand, government expenditure and net lending, in nominal terms, increased by 27.0 per cent,  
year-on-year, in 2022, despite the Government’s 
expenditure rationalisation measures.",Fiscal Policy
"However, 
with the notable nominal GDP growth, government expenditure, as a percentage of GDP, decreased 
to 18.5 per cent in 2022 from 20.0 per cent in the 
previous year.",Fiscal Policy
"Higher expenditure on account of domestic interest payments, salaries and wages, and subsidies and transfers contributed to the 
increase in recurrent expenditure.",Fiscal Policy
"Simultaneously, 
capital expenditure and net lending also registered a year-on-year growth of 23.1 per cent, especially 
on account of lending to the Ceylon Petroleum 
Corporation (CPC), through the Indian Credit Line, to import fuel, and the lending to SOE using the 
funding from the World Bank to import fertiliser 
and liquified petroleum (LP) gas.",Inflation
"Accordingly, the overall fiscal deficit in nominal terms widened to Rs.",Fiscal Policy
"2,460.0 billion in 2022, from Rs. 2,057.9 billion 
in the previous year.",Fiscal Policy
"As a percentage of GDP, the 
fiscal deficit declined from 11.7 per cent in 2021 to 10.2 per cent in 2022 owing to the notable growth 
in nominal GDP.",Fiscal Policy
"The current account deficit, which 
reflects the dissavings of the Government, declined from 7.3 per cent of GDP (Rs.",GDP Growth
"1,290.4 billion) in 
2021 to 6.4 per cent of GDP (Rs. 1,540.4 billion) Figure 1.8
Summary of Fiscal Sector Performance
(as a percentage of GDP)
Source:  Ministry of Finance, Economic
             Stabilisation and National PoliciesTotal Revenue Recurrent Expenditure
Current Account Balance
(Right Axis)Primary Balance (Right Axis) Overall Fiscal Balance(Right Axis)Capital Expenditure
and Net Lending036121518
03691215182124
-14-12-10-6
-8-4-202
2018 2019 2020 2021 2022 Prov.",Fiscal Policy
"Per centPer cent02 22
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1in 2022.",Inflation
"Meanwhile, the primary deficit narrowed 
both in GDP and nominal terms, from 5.7 per cent of GDP (Rs 1,009.5 billion) in 2021 to 3.7 per cent of GDP (Rs.",Fiscal Policy
"894.8 billion) in 2022, reflecting the impact of fiscal consolidation measures.",Fiscal Policy
"restrained foreign financing, that reflected 
the impact of adverse sovereign credit ratings and the announcement of debt standstill, compelled the Government to rely mainly on domestic financing sources, especially the banking sector to finance the budget deficit during 2022.",Fiscal Policy
"Accordingly, during 2022, net 
financing through domestic sources amounted 
to 82.7 per cent of the total financing (8.4 per 
cent of GDP), compared to 100.7 per cent of the 
total financing (11.8 per cent of GDP) in 2021.",Fiscal Policy
"The Central Bank continued to be the largest financing source to the Government, recording a net financing of Rs.",Monetary Policy
"1,338.4 billion in 2022, owing to its direct subscription at Treasury bills auctions, amidst subdued market appetite for government securities, and direct issuances of Treasury bills to the Central Bank.",Monetary Policy
Net foreign financing amounted to Rs. 424.8 billion (1.8 per cent of GDP) during 2022 due to the receipt of multilateral and bilateral funding for lessening the hardships of the public caused by the economic crisis.,International Trade
"In 2021, foreign financing recorded a net repayment of Rs. 13.9 billion (0.1 per cent of GDP).",International Trade
"Meanwhile, with the Parliamentary approval, the limit of Treasury bills stock was increased from Rs.",Fiscal Policy
"3,000 billion to  
Rs.",Exchange Rates
"4,000 billion in June 2022, and in view of the rising borrowing requirement in face value terms due to high market interest rates, this limit was further raised to Rs.",GDP Growth
"5,000 billion in November 2022.",Monetary Policy
"The outstanding central government debt 
increased from rs.",Fiscal Policy
"17,614.2 billion (100.1 per cent of GdP) by end 2021 to rs.",Fiscal Policy
"27,492.0 
billion (113.8 per cent of GdP) by end 2022.",Exchange Rates
"This reflected the impact of a large budget deficit, parity 
loss due to the sharp depreciation of the exchange rate, and reclassification of selected debt liabilities 
under central government debt that were previously 
recorded under State Owned Business Enterprises 
(SOBE).",Exchange Rates
"In nominal terms, domestic debt and foreign debt increased by 35.5 per cent and 91.2 per cent, respectively, by end 2022.",International Trade
"While the share of Treasury bonds continued to dominate the 
composition of domestic debt stock with a share of 
57.9 per cent by end 2022, compared to 62.8 per cent by end 2021, less market appetite for longer tenure government securities and speculation over the possibility of domestic debt restructuring resulted in a substantial increase in the stock of Treasury bills to Rs.",Monetary Policy
"4,113.9 billion by end 2022. 
increased gross financing needs and large 
foreign debt service obligations that are due in the near and medium term amidst critically low gross official reserves and inadequate foreign 
financing flows compelled the Government 
to suspend debt servicing of bilateral and commercial external debt and announce a debt standstill as an interim policy on 12 april 2022, pending debt restructuring efforts.",Fiscal Policy
"As a result, foreign debt service payments declined to Rs.",Fiscal Policy
"487.4 billion (2.0 per cent of GDP) in 2022, in 
Figure 1.9
Outstanding Central Government Debt
(as a percentage of GDP)
Sources: Ministry of Finance, Economic
                Stabilisation and National Policies
Central Bank of Sri LankaDomestic Foreign39.542.957.863.1 62.3
38.8 39.0 38.637.051.6
010203040506070
2018 2019 2020 2021 2022 Prov.Per cent",Fiscal Policy
"23
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1comparison to the Rs.",Inflation
"786.3 billion (4.5 per cent of 
GDP) foreign debt service payments made in the 
preceding year.",International Trade
"Domestic debt service payments increased to Rs. 2,510.3 billion (10.4 per cent of 
GDP) in 2022, compared to Rs. 1,594.3 billion 
(9.1 per cent of GDP) in 2021, primarily due to 
the sharp increase in domestic interest rates and 
the increase in domestic debt during the period under review.",GDP Growth
